agency_name,state,agency_type
NORTHPORT POLICE DEPT,NY,local_police
NORWALK POLICE DEPT,OH,local_police
NOVATO POLICE DEPT,CA,local_police
NPS WIND CAVE NATIONAL PARK,SD,
NY STATE POLICE HEADQUARTERS,NY,state_police
OAK CREEK POLICE DEPT,WI,local_police
OAK HARBOR POLICE DEPT,WA,local_police
OAK HILL POLICE DEPT,OH,local_police
OAK RIDGE POLICE DEPT,TN,local_police
OAKDALE POLICE DEPT,CA,local_police
OAKHAM POLICE DEPT,MA,local_police
OBION POLICE DEPARTMENT,TN,local_police
OCEAN ISLE BEACH POLICE DEPT,NC,local_police
OCEAN TOWNSHIP POLICE DEPT,NJ,local_police
OCEANPORT POLICE DEPT,NJ,local_police
ODENVILLE POLICE DEPT,AL,local_police
ODIN POLICE DEPT,IL,local_police
OFFICE OF IG US DEPT OF HUD,PA,
OGLE COUNTY SHERIFF DEPT,IL,sheriff_dept
OH STATE HIGHWAY PATROL,OH,highway_patrol
OH STATE UNIV POLICE DEPT,OH,university_police
OHATCHEE POLICE DEPT,AL,local_police
OHIO COUNTY SHERIFF'S DEPT,WV,sheriff_dept
OHIO TOWNSHIP POLICE DEPT,PA,local_police
OKLAHOMA COUNTY SHERIFF DEPT,OK,sheriff_dept
OLD DOMINION UNIVERSITY POLICE DEPT,VA,local_police
OLD ORCHARD BEACH POLICE DEPT,ME,local_police
OLDHAM COUNTY POLICE DEPT,KY,local_police
OLDHAM COUNTY SHERIFF DEPT,KY,sheriff_dept
OLIVER SPRINGS POLICE DEPT,TN,local_police
OLNEY POLICE DEPARTMENT,TX,local_police
ONEIDA COUNTY SHERIFF DEPT,NY,sheriff_dept
ONEIDA POLICE DEPT,NY,local_police
ONEONTA POLICE DEPT,AL,local_police
OR STATE POLICE SALEM,OR,state_police
ORANGE CITY POLICE DEPT,FL,local_police
ORANGE COUNTY SHERIFF DEPT,VT,sheriff_dept
ORANGE COUNTY SHERIFF DEPT,FL,sheriff_dept
ORANGE COUNTY SHERIFF DEPT,CA,sheriff_dept
ORANGE POLICE DEPT,CT,local_police
ORANGE POLICE DEPT,VA,local_police
ORANGE VILLAGE POLICE DEPT,OH,local_police
OREGON POLICE DEPT,WI,local_police
ORO VALLEY POLICE DEPT,AZ,local_police
ORTING POLICE DEPARTMENT,WA,local_police
OSAGE COUNTY SHERIFF,KS,sheriff_dept
OSCEOLA COUNTY SHERIFF DEPT,FL,sheriff_dept
OTERO COUNTY SHERIFF DEPT,NM,sheriff_dept
OTSEGO COUNTY SHERIFF DEPT,NY,sheriff_dept
OTTAWA POLICE DEPT,IL,local_police
OTTAWA POLICE DEPT,OH,local_police
OUACHITA COUNTY SHERIFF DEPT,AR,sheriff_dept
OVERTON COUNTY SHERIFF DEPT,TN,sheriff_dept
OWENSVILLE POLICE DEPT,OH,local_police
OWINGSVILLE POLICE DEPT,KY,local_police
OXFORD COUNTY SHERIFF DEPT,ME,sheriff_dept
OXFORD POLICE DEPT,OH,local_police
OXFORD POLICE DEPT,AL,local_police
OXNARD POLICE DEPT,CA,local_police
OZARK POLICE DEPT,AL,local_police
OZAUKEE COUNTY SHERIFF DEPT,WI,sheriff_dept
PA DEPT OF GENERAL SVCS POLICE,PA,
PA LAW ENFORCEMENT PROGRAM,PA,
PA SOUTHERN REGIONAL POLICE DEPT,PA,local_police
PACIFIC COUNTY SHERIFF DEPT,WA,sheriff_dept
PADUCAH POLICE DEPT,KY,local_police
PAGE COUNTY SHERIFF DEPT,VA,sheriff_dept
PALACIOS POLICE DEPT,TX,local_police
PALATKA POLICE DEPT,FL,local_police
PALMER LAKE POLICE DEPT,CO,local_police
PALMER POLICE DEPT,MA,local_police
PALMYRA POLICE DEPT,IL,local_police
PALO PINTO COUNTY SHERIFF DEPT,TX,sheriff_dept
PANAMA CITY BEACH POLICE DEPT,FL,local_police
PARIS POLICE DEPT,TN,local_police
PARK COUNTY SHERIFF DEPT,CO,sheriff_dept
PARKE COUNTY SHERIFF OFFICE,IN,sheriff_dept
PARLIER POLICE DEPT,CA,local_police
PARRISH POLICE DEPT,AL,local_police
PARSONS POLICE DEPT,TN,local_police
PASADENA POLICE DEPARTMENT,CA,local_police
PASCO COUNTY SHERIFF DEPT,FL,sheriff_dept
PASSAIC COUNTY SHERIFF DEPARTMENT,NJ,sheriff_dept
PATILLAS POLICE DEPT,PR,local_police
PAXTANG BOROUGH POLCIE DEPT,PA,
PAYNE CTY SHERIFF DEPT,OK,sheriff_dept
PAYSON POLICE DEPT,AZ,local_police
PEARL RIVER VALLEY RESERVOIR PD,MS,
PECOS POLICE DEPT,TX,local_police
PEEKSKILL POLICE DEPT,NY,local_police
PEKIN PARK DISTRICT,IL,parks
PELHAM POLICE DEPT,AL,local_police
PELHAM POLICE DEPT,GA,local_police
PELL CITY POLICE DEPT,AL,local_police
PEMBERTON TOWNSHIP POLICE DEPT,NJ,local_police
PEMBINA COUNTY SHERIFF DEPT,ND,sheriff_dept
PENBROOK POLICE DEPT,PA,local_police
PENITAS POLICE DEPT,TX,local_police
PENOBSCOT COUNTY SHERIFF DEPT,ME,sheriff_dept
PERRY COUNTY SHERIFF OFFICE,TN,sheriff_dept
PERTH AMBOY POLICE DEPT,NJ,local_police
PETERSBURG POLICE DEPT,WV,local_police
PETROLEUM CTY SHERIFF DEPT,MT,sheriff_dept
PHARR POLICE DEPT,TX,local_police
PHILADELPHIA POLICE DEPT,PA,local_police
PHILLIPS COUNTY SHERIFF DEPT,AR,sheriff_dept
PHOENIX DEPT OF PUBLIC SAFETY,AZ,public_safety
PICKAWAY CTY SHERIFF DEPT,OH,sheriff_dept
PICKENS COUNTY SHERIFF DEPT,AL,sheriff_dept
PICKENS COUNTY SHERIFF DEPT,SC,sheriff_dept
PICKERINGTON POLICE DEPT,OH,local_police
PICKETT COUNTY SHERIFF DEPT,TN,sheriff_dept
PIEDMONT POLICE DEPARTMENT,AL,local_police
PIERCE COUNTY SHERIFF DEPT,WA,sheriff_dept
PIERCE COUNTY SHERIFF DEPT,WI,sheriff_dept
PIERMONT POLICE DEPT,NH,local_police
PIKE COUNTY SHERIFF DEPT,IN,sheriff_dept
PIMA COUNTY SHERIFF DEPT,AZ,sheriff_dept
PINAL COUNTY SHERIFF DEPT,AZ,sheriff_dept
PINE CREEK TOWNSHIP POLICE DEPT,PA,local_police
PINEHURST POLICE DEPT,NC,local_police
PINETOP-LAKESIDE POLICE DEPT,AZ,local_police
PINEVILLE POLICE DEPT,LA,local_police
PLACER COUNTY SHERIFF DEPT,CA,sheriff_dept
PLAINFIELD POLICE DEPT,IL,local_police
PLAINFIELD POLICE DEPT,NJ,local_police
PLANT CITY POLICE DEPT,FL,local_police
PLEASANT GROVE POLICE DEPT,AL,local_police
PLEASANT VIEW POLICE DEPT,TN,local_police
PLYMOUTH COUNTY SHERIFF DEPT,MA,sheriff_dept
POINT PLEASANT BEACH POLICE DEPT,NJ,local_police
POINT PLEASANT POLICE DEPT,NJ,local_police
POLICIA MUNICIPAL DE CANOVANAS,PR,local_police
POLK COUNTY  SHERIFF DEPT,TX,sheriff_dept
POLK COUNTY SHERIFF DEPT,FL,sheriff_dept
POLK COUNTY SHERIFF'S OFFICE,OR,sheriff_dept
POMONA POLICE DEPT,CA,local_police
PONCE MUNICIPAL POLICE,PR,local_police
PONTOTOC CTY SHERIFF DEPT,OK,sheriff_dept
POPE COUNTY SHERIFF DEPT,IL,sheriff_dept
PORT ANGELES POLICE DEPT,WA,local_police
PORT AUTHORITY OF GUAM POLICE,GU,
PORT CLINTON POLICE DEPT,OH,local_police
PORT HUENEME POLICE DEPT,CA,local_police
PORT OF SEATTLE POLICE DEPT,WA,local_police
PORT TOWNSEND POLICE DEPT,WA,local_police
PORT WASHINGTON POLICE DEPT,NY,local_police
PORTAGE COUNTY SHERIFF DEPT,WI,sheriff_dept
PORTAGE CTY SHERIFF DEPT,OH,sheriff_dept
PORTSMOUTH POLICE DEPT,VA,local_police
PORTSMOUTH SHERIFF DEPT,VA,sheriff_dept
POTTSTOWN POLICE DEPARTMENT,PA,local_police
POULAN POLICE DEPT,GA,local_police
POWDER RIVER CTY SHERIFF DEPT,MT,sheriff_dept
POWELL CTY SHERIFF DEPT,MT,sheriff_dept
PR DEPT OF NATURAL & ENV RESOURCES,PR,
PRATTVILLE POLICE DEPT,AL,local_police
PRESCOTT POLICE DEPT,AZ,local_police
PRESQUE ISLE POLICE DEPT,ME,local_police
PRESTON POLICE DEPT,ID,local_police
PRICHARD POLICE DEPT,AL,local_police
PRINCETON POLICE DEPT,TX,local_police
PRINCETON POLICE DEPT,WV,local_police
PRINCETON POLICE DEPT,IL,local_police
PROSPECT STATE TROOPER,CT,state_police
PROSPERITY POLICE DEPT,SC,local_police
PRUNTYTOWN CORRECTIONAL CENTER,WV,prison
PUEBLO COUNTY SHERIFF DEPT,CO,sheriff_dept
PUEBLO OF POJOAQUE TRIBAL PD,NM,native_police
PUERTO RICO POLICE DEPT,PR,local_police
PULASKI COUNTY SHERIFF OFFICE,IN,sheriff_dept
PULLMAN POLICE DEPT,WA,local_police
PURCELL POLICE DEPT,OK,local_police
PURYEAR POLICE DEPT,TN,local_police
PUTNAM COUNTY SHERIFF DEPT,IN,sheriff_dept
PUTNAM COUNTY SHERIFF DEPT,TN,sheriff_dept
PUTNAM COUNTY SHERIFF DEPT,FL,sheriff_dept
PUTNAM CTY SHERIFF DEPT,OH,sheriff_dept
PUTNAM POLICE DEPT,CT,local_police
QUANTICO POLICE DEPT,VA,local_police
QUARTZSITE POLICE DEPT,AZ,local_police
QUEEN ANNES COUNTY SHERIFF DEPT,MD,sheriff_dept
QUESTA POLICE DEPT,NM,local_police
QUINAULT INDIAN NATION,WA,native_police
QUINCY POLICE DEPT,WA,local_police
QUINCY POLICE DEPT,MA,local_police
QUITMAN COUNTY SHERIFF  OFFICE,GA,sheriff_dept
RACINE COUNTY SHERIFF DEPT,WI,sheriff_dept
RADCLIFF POLICE DEPT,KY,local_police
RAINBOW CITY POLICE DEPT,AL,local_police
RAMAH NAVAJO POLICE DEPT,NM,local_police
RANDOLPH COUNTY SHERIFF DEPT,AL,sheriff_dept
RAPIDES PARISH COUNTY SHERIFF DEPT,LA,sheriff_dept
RAVENNA POLICE DEPT,KY,local_police
RAYMOND POLICE DEPT,WA,local_police
RED BANK POLICE DEPT,NJ,local_police
RED OAK POLICE DEPT,TX,local_police
RED RIVER MARSHALS OFFICE,NM,marshal
REDLANDS POLICE DEPT,CA,local_police
REFUGIO COUNTY SHERIFF OFFICE,TX,sheriff_dept
REG EMER ALL-CLIMATE TNG CTR REACT,WI,
REHOBOTH POLICE,MA,local_police
REPUBLIC POLICE DEPT,OH,local_police
REVERE POLICE DEPT,MA,local_police
REXBURG POLICE DEPT,ID,local_police
REYNOLDSBURG POLICE DEPT,OH,local_police
RI DEPARTMENT OF CORRECTIONS,RI,prison
RICH SQUARE POLICE DEPT,NC,local_police
RICHLAND POLICE DEPT,GA,local_police
RICHLANDS POLICE DEPT,VA,local_police
RICHMOND COUNTY SHERIFF DEPT,GA,sheriff_dept
RICHMOND POLICE DEPT,CA,local_police
RICHMOND POLICE DEPT,IL,local_police
RICHMOND POLICE DEPT,TX,local_police
RIDGEFIELD POLICE DEPT,CT,local_police
RIDGELEY POLICE DEPT,WV,local_police
RIDGETOP POLICE DEPT,TN,local_police
RIGBY POLICE DEPT,ID,local_police
RIO ARRIBA COUNTY SHERIFF ESPANOLA,NM,sheriff_dept
RIO DELL POLICE DEPT,CA,local_police
RIO GRANDE POLICE DEPT,OH,local_police
RIO RANCHO POLICE DEPT,NM,local_police
RISING STAR POLICE DEPT,TX,local_police
RIVERSIDE COUNTY SHERIFF DEPT,CA,sheriff_dept
RIVERSIDE POLICE DEPT,AL,local_police
RIVERSIDE POLICE DEPT,CA,local_police
ROANE COUNTY SHERIFF DEPT,TN,sheriff_dept
ROANOKE CITY SHERIFF DEPT,VA,sheriff_dept
ROANOKE RAPIDS POLICE DEPT,NC,local_police
ROBINSON POLICE DEPT,IL,local_police
ROCK HILL POLICE DEPT,SC,local_police
ROCK ISLAND CTY METRO AIRPORT AUTH,IL,airport_police
ROCKDALE COUNTY SHERIFF DEPT,GA,sheriff_dept
ROCKFORD FIRE DEPT ARSON INVEST,IL,fire
ROCKINGHAM COUNTY SHERIFF DEPT,VA,sheriff_dept
ROCKINGHAM COUNTY SHERIFF DEPT,NH,sheriff_dept
ROCKLEDGE POLICE DEPT,FL,local_police
ROCKTON POLICE DEPT,IL,local_police
ROCKWALL COUNTY SHERIFF DEPT,TX,sheriff_dept
ROCKY FORD POLICE DEPT,CO,local_police
ROCKY MOUNT POLICE DEPT,VA,local_police
ROCKY RIDGE POLICE DEPT,OH,local_police
ROME CITY POLICE DEPT,IN,local_police
ROOSEVELT CTY SHERIFF DEPT,MT,sheriff_dept
ROSELAND POLICE DEPT,IN,local_police
ROUND LAKE PARK POLICE DEPT,IL,parks
ROUND ROCK POLICE DEPT,TX,local_police
ROYSTON POLICE DEPT,GA,local_police
RUIDOSO POLICE DEPT,NM,local_police
RUMFORD POLICE DEPT,ME,local_police
RUSK COUNTY SHERIFF DEPT,TX,sheriff_dept
RUSSELLS POINT POLICE DEPT,OH,local_police
RUSSELLVILLE CONSTABLE,AR,local_police
RUSSELLVILLE POLICE DEPT,AL,local_police
RUSTON POLICE DEPT,LA,local_police
RYE POLICE DEPT,NY,local_police
SACHSE POLICE DEPT,TX,local_police
SACRAMENTO COUNTY SHERIFF DEPT,CA,sheriff_dept
SACRAMENTO POLICE DEPT,CA,local_police
SADDLEBACK COLLEGE POLICE,CA,university_police
SAFFORD POLICE DEPT,AZ,local_police
SAINT CLAIR COUNTY SHERIFF DEPT,AL,sheriff_dept
SAINT CLAIR COUNTY SHERIFF DEPT,IL,sheriff_dept
SAINT CLOUD POLICE DEPT,FL,local_police
SAINT CROIX COUNTY  SHERIFFS DEPT,WI,sheriff_dept
SAINT JOHNS COUNTY SHERIFF DEPT,FL,sheriff_dept
SAINT JOSEPH CO POLICE DEPT,IN,local_police
SAINT JOSEPH COUNTY METRO HOMICIDE,IN,local_police
SAINT LUCIE COUNTY SHERIFF DEPT,FL,sheriff_dept
SAINT MATTHEWS POLICE DEPT,KY,local_police
SAINT MICHAELS POLICE DEPT,MD,local_police
SAINT TAMMANY PARISH SHERIFF DEPT,LA,sheriff_dept
SALEM POLICE DEPT,IN,local_police
SALINA POLICE DEPT,KS,local_police
SALINE COUNTY SHERIFF DEPT,AR,sheriff_dept
SALINE TWP POLICE DEPT,OH,local_police
SALT LAKE COUNTY SHERIFF DEPT,UT,sheriff_dept
SALT LAKE COUNTY UNIFIED POLICE DEPT,UT,local_police
SALTVILLE POLICE DEPT,VA,local_police
SAN ANTONIO POLICE DEPT,TX,local_police
SAN ANTONIO SCHOOL DISTRICT POLICE,TX,school_police
SAN BENITO POLICE DEPT,TX,local_police
SAN BERNARDINO CTY SHERIFF,CA,sheriff_dept
SAN FRANCISCO POLICE DEPT,CA,local_police
SAN GERMAN POLICE DEPT,PR,local_police
SAN JOAQUIN COUNTY SHERIFF DEPT,CA,sheriff_dept
SAN JOSE POLICE DEPT,CA,local_police
SAN JUAN COUNTY SHERIFF DEPT,NM,sheriff_dept
SAN LUIS OBISPO COUNTY SHERIFF,CA,sheriff_dept
SAN LUIS OBISPO POLICE DEPT,CA,local_police
SAN MARCOS POLICE DEPT,TX,local_police
SAN RAFAEL POLICE DEPT,CA,local_police
SAN SEBASTIAN POLICE DEPT,PR,local_police
SAND SPRINGS POLICE DEPT,OK,local_police
SANDERS CTY SHERIFF DEPT,MT,sheriff_dept
SANDERSVILLE POLICE DEPT,GA,local_police
SANDOVAL COUNTY SHERIFF DEPT,NM,sheriff_dept
SANDOWN POLICE DEPT,NH,local_police
SANDUSKY CTY SHERIFF DEPT,OH,sheriff_dept
SANFORD POLICE DEPT,ME,local_police
SANTA ANA POLICE DEPT,NM,local_police
SANTA BARBARA COUNTY SHERIFF DEPT,CA,sheriff_dept
SANTA CLARA COUNTY SHERIFF,CA,sheriff_dept
SANTA FE POLICE DEPT,NM,local_police
SANTA ISABEL POLICE DEPT,PR,local_police
SANTA MARIA POLICE DEPT,CA,local_police
SANTA ROSA COUNTY SHERIFF DEPT,FL,sheriff_dept
SARALAND POLICE DEPT,AL,local_police
SARDIS CITY POLICE DEPT,AL,local_police
SATSUMA POLICE DEPT,AL,local_police
SAVANNAH CHATHAM METRO PD,GA,local_police
SAYREVILLE POLICE DEPT,NJ,local_police
SC DNR COLUMBIA,SC,
SC LAW ENFORCEMENT DIVISION,SC,
SCARBOROUGH POLICE DEPT,ME,local_police
SCITUATE POLICE DEPT,MA,local_police
SCITUATE POLICE DEPT,RI,local_police
SCOTT COUNTY SHERIFF DEPT,IA,sheriff_dept
SCOTT COUNTY SHERIFF DEPT,KY,sheriff_dept
SCOTT COUNTY SHERIFF DEPT,IN,sheriff_dept
SCOTT COUNTY SHERIFF DEPT,TN,sheriff_dept
SCOTT COUNTY SHERIFF DEPT,AR,sheriff_dept
SCOTTSDALE POLICE DEPT,AZ,local_police
SD HIGHWAY PATROL,SD,highway_patrol
SEA BRIGHT POLICE DEPT,NJ,local_police
SEA GIRT BOROUGH POLICE DEPT,NJ,local_police
SEABROOK POLICE DEPT,NH,local_police
SEARSPORT POLICE DEPT,ME,local_police
SEASIDE PARK POLICE DEPT,NJ,local_police
SEATTLE POLICE DEPT,WA,local_police
SEDONA POLICE DEPT,AZ,local_police
SELAH POLICE DEPT,WA,local_police
SELBYVILLE POLICE DEPT,DE,local_police
SELMA POLICE DEPT,CA,local_police
SELMER POLICE DEPT,TN,local_police
SENECA POLICE DEPT,SC,local_police
SEQUATCHIE COUNTY SHERIFF DEPT,TN,sheriff_dept
SEQUIM POLICE DEPT,WA,local_police
SHAKER HEIGHTS POLICE DEPT,OH,local_police
SHAMOKIN POLICE DEPT,PA,local_police
SHASTA COUNTY SHERIFF DEPT,CA,sheriff_dept
SHAWNEE HILLS POLICE DEPT,OH,local_police
SHAWNEE POLICE DEPT,OK,local_police
SHELBY COUNTY SHERIFF DEPT,IN,sheriff_dept
SHELBY COUNTY SHERIFF DEPT,AL,sheriff_dept
SHELBY COUNTY SHERIFF DEPT.,IA,sheriff_dept
SHELBYVILLE POLICE DEPT,IN,local_police
SHENANDOAH COUNTY SHERIFF DEPT,VA,sheriff_dept
SHENANDOAH POLICE DEPT,VA,local_police
SHEPHERSDTOWN POLICE DEPT,WV,local_police
SHERMAN POLICE DEPT,IL,local_police
SHIPSHEWANA POLICE DEPARTMENT,IN,local_police
SHOSHONE COUNTY SHERIFF DEPT,ID,sheriff_dept
SHOW LOW POLICE DEPT,AZ,local_police
SHREWSBURY POLICE DEPT,NJ,local_police
SIERRA COUNTY SHERIFF DEPT,CA,sheriff_dept
SILVER SPRING TWP POLICE DEPT,PA,local_police
SIMPSON COUNTY  OFFICE,KY,
SIMPSONVILLE POLICE DEPT,KY,local_police
SKAMANIA COUNTY SHERIFF DEPT,WA,sheriff_dept
SLEEPY HOLLOW POLICE DEPT,IL,local_police
SLOCOMB POLICE DEPT,AL,local_police
SMITH COUNTY SHERIFF DEPT,TN,sheriff_dept
SMITHFIELD POLICE DEPT,RI,local_police
SNEAD POLICE DEPT,AL,local_police
SNOHOMISH COUNTY SHERIFF OFFICE,WA,sheriff_dept
SNOQUALMIE POLICE DEPT,WA,local_police
SOAP LAKE POLICE DEPT,WA,local_police
SOMERSET BORO POLICE DEPT,PA,local_police
SOMERSET COUNTY SHERIFF DEPT,MD,sheriff_dept
SOMERSET COUNTY SHERIFF DEPT,ME,sheriff_dept
SOMERSET POLICE DEPT,MA,local_police
SONOMA COUNTY SHERIFF DEPT,CA,sheriff_dept
SOUTH ANNVILLE TWP POLICE DEPT,PA,local_police
SOUTH LAKE TAHOE POLICE DEPT,CA,local_police
SOUTH PITTSBURG POLICE DEPT,TN,local_police
SOUTH POINT POLICE DEPT,OH,local_police
SOUTHAMPTON TOWN POLICE DEPT,NY,local_police
SOUTHAMPTON VILLAGE POLICE DEPT,NY,local_police
SOUTHBRIDGE POLICE DEPT,MA,local_police
SOUTHEASTERN OHIO REGIONAL JAIL,OH,prison
SOUTHGATE POLICE DEPT,KY,local_police
SOUTHSIDE POLICE DEPT,AL,local_police
SPAULDING POLICE DEPT,IL,local_police
SPEARMAN POLICE DEPT,TX,local_police
SPENCER COUNTY SHERIFF,KY,sheriff_dept
SPOKANE COUNTY SHERIFF OFFICE,WA,sheriff_dept
SPRING GROVE POLICE DEPT,IL,local_police
SPRING HILL POLICE DEPT,TN,local_police
SPRING LAKE BOROUGH POLICE DEPT,NJ,local_police
SPRING TWP POLICE DEPT READING,PA,local_police
SPRINGFIELD FIRE DEPT ARSON BUREAU,IL,fire
SPRINGFIELD POLICE DEPT,IL,local_police
SPRINGFIELD POLICE DEPT,OR,local_police
SPRINGFIELD POLICE DEPT,OH,local_police
SPRINGFIELD TOWNSHIP POLICE DEPT,PA,local_police
SPRINGVILLE POLICE DEPT,AL,local_police
SQUAXIN ISLAND TRIBAL POLICE,WA,native_police
STANISLAUS COUNTY SHERIFF'S DEPT,CA,sheriff_dept
STANLEY POLICE DEPT,VA,local_police
STANLY COUNTY SHERIFF DEPT,NC,sheriff_dept
STARKE POLICE DEPT,FL,local_police
STEAMBOAT SPRINGS POLICE DEPT,CO,local_police
STEPHENS COUNTY SHERIFF DEPT,TX,sheriff_dept
STEPHENS CTY SHERIFF DEPT,OK,sheriff_dept
STEPHENSON COUNTY SHERIFF DEPT,IL,sheriff_dept
STEUBEN COUNTY SHERIFF DEPT,IN,sheriff_dept
STEVENS POINT POLICE DEPT,WI,local_police
STEWART COUNTY SHERIFF DEPT,GA,sheriff_dept
STEWART COUNTY SHERIFF DEPT,TN,sheriff_dept
STOCKTON POLICE DEPT,IL,local_police
STOCKTON UNIFIED SCHOOL DIST POLICE,CA,school_police
